Column1,orderId,itemId,shopId,cmtId,rating,comment,ship_oversea,region,userId,likes,price,service,ship,performance,genuine,configuration,access,other,model,package
66712,128507000000000.0,10077584209,510970183,10781257073.0,5,sản_phẩm oke nghe tốt mọi người mua dùng sản_phẩm ổn g,False,vn,366824751,0,,,,,,,,,,
66713,113592000000000.0,10077584209,510970183,9372462661.0,5,"tai nghe chất_lượng , nghe rõ , đeo êm_tai , shop hàng cẩn_thận",False,vn,793051173,0,,,,,,,,,,
66714,132676000000000.0,10077584209,510970183,11120277546.0,5,shipper thân_thiện giao hàng nhanh hàng ok chất_lượng ủng_hộ tiếp,False,vn,862733727,0,,,,,,,,,,
66715,131430000000000.0,10077584209,510970183,10937674555.0,5,giao hàng nhanh đóng_gói cẩn_thận shop phục_vụ tốt sản_phẩm đẹp,False,vn,878197098,0,,,,,,,,,,
66716,142178000000000.0,10077584209,510970183,12095659457.0,5,", giá đòi_hỏi hết",False,vn,620960810,0,,,,,,,,,,
66717,133378000000000.0,10077584209,510970183,11117428849.0,5,giao hàng hơi lâu_nha tai nghe ko rõ giá tiền ko_đồ hỏi,False,vn,642452800,0,,,,,,,,,,
66718,127422000000000.0,10077584209,510970183,10646794217.0,5,tính_năng nổi_bật nghe nhạc chất_lượng sản_phẩm tai nghe mới nhận hàng dùng biết bóc hàng,False,vn,870378490,0,,,,,,,,,,
66719,142747000000000.0,10077584209,510970183,12063445405.0,3,tây nghe tặng cam kết_nối_hoi lâu gọi massage rút cam mới tiếng_hoi khó_chịu,False,vn,318565868,0,,,,,,,,,,
66720,131508000000000.0,10077584209,510970183,11012019491.0,5,"chất_lượng sản_phẩm cung_ddc chất_lượng thanh trong , hơi ồ . delay đáng_kể , chiến_game tạm",False,vn,184161691,0,,,,,,,,,,
66721,123093000000000.0,10077584209,510970183,10330837731.0,5,"tai nghe đầu nghe êm , hư , rè_thanh nghe hết",False,vn,69744201,0,,,,,,,,,,
66722,125433000000000.0,10077584209,510970183,10440700631.0,3,"chất_lượng sản_phẩm bình_thường tính_năng nổi_bật ko tai nghe lượng nhỏ , dù tăng tối_đa lượng",False,vn,26056610,0,,,,,,,,,,
66723,130960000000000.0,10077584209,510970183,10894362275.0,5,tính_năng nổi_bật kết_nối bluetooth nghe tiếng chất_lượng sản_phẩm chất tạm ổn ko hay,False,vn,483532861,0,,,,,,,,,,
66724,135232000000000.0,10077584209,510970183,11427851056.0,5,"chất_lượng sản_phẩm tạm tính_năng nổi_bật tiền nào , mua dùng tạm , shopppp kk",False,vn,34218290,0,,,,,,,,,,
66725,126598000000000.0,10077584209,510970183,10724179123.0,5,"hình_ảnh mang tính_chất nhận xu . sản_phẩm đúng mô_tả , giao hàng hơi chậm . ủng_hộ lần",False,vn,627042856,0,,,,,,,,,,
66726,135228000000000.0,10077584209,510970183,11567551848.0,5,thấy quá ổn giá tiền bạn . nghe bình_thường . hình_ảnh mang tính_chất nhận thôi,False,vn,69270223,0,,,,,,,,,,
66727,135523000000000.0,10077584209,510970183,11372263943.0,3,chất_lượng sản_phẩm tạm ổn tính_năng nổi_bật mic đàm_thoại shop quảng_cáo mic mic,False,vn,218759693,0,,,,,,,,,,
66728,122318000000000.0,10077584209,510970183,10160483763.0,5,chất_lượng sản_phẩm tamj_oorn tính_năng nổi_bật nghe dùng một thơi_gian nhận_xét cụ_thể hơn,False,vn,21774554,0,,,,,,,,,,
66729,125745000000000.0,10077584209,510970183,10445855392.0,5,tai nghe . shop_bịp bắt blutooth trong bắt blutooth mới nghe,False,vn,257277650,0,,,,,,,,,,
66730,125599000000000.0,10077584209,510970183,10527992118.0,5,chất_lượng sản_phẩm nghe dk,False,vn,719356006,0,,,,,,,,,,
66731,114840000000000.0,10077584209,510970183,9428500973.0,5,nghe nhận ko dùng,False,vn,50401782,0,,,,,,,,,,
66732,123299000000000.0,10077584209,510970183,10209478621.0,2,tiếng lệch trái sang,False,vn,221424456,0,,,,,,,,,,
66733,107267000000000.0,10077584209,510970183,8646707469.0,3,tính_năng nổi_bật bình_thương nhanh hỏng,False,vn,524136401,0,,,,,,,,,,
66734,122133000000000.0,10077584209,510970183,10135813401.0,1,tai nghe typec xài,False,vn,375742878,0,,,,,,,,,,
66735,108835000000000.0,10077584209,510970183,8729311336.0,2,tai nghe dè nghe rõ huhu,False,vn,625450221,0,,,,,,,,,,
66736,121441000000000.0,10077584209,510970183,10071934585.0,1,chơi pubg nghe rõ tiếng chân,False,vn,887529006,0,,,,,,,,,,
66737,143151000000000.0,10077584209,510970183,12056010636.0,3,hàng vỡ vận_chuyển,False,vn,395191333,0,,,,,,,,,,
66738,136089000000000.0,10077584209,510970183,11377041676.0,1,chất_lượng mic đàm_thoại kém,False,vn,953594378,0,,,,,,,,,,
66739,110858000000000.0,4841185213,172168844,8932757299.0,5,"shop giao hàng nhanh_chóng , đóng_gói cẩn_thận , dây nghe kết_nối bluetooth mới nghe , thanh tốt , thanks shop",False,vn,139916280,2,,,,,,,,,,
66740,52795600000000.0,4841185213,172168844,2950072082.0,3,"dây mỏng dễ đứt , thanh tạm , dùng kết_nối bluetooth mới sử_dụng . thêm nút cao_su đi kèm ok",False,vn,207973,1,,,,,,,,,,
66741,89287200000000.0,4841185213,172168844,6473368073.0,5,dây to cứng_cáp thanh nghe hay . lớn . rõ_ràng đáng tiền,False,vn,82528258,0,,,,,,,,,,
66742,135012000000000.0,4841185213,172168844,11267221287.0,5,"tai nghe đẹp , thanh tốt , thêm nút dự_phòng giảm sz đỡ đau tai , shop cbi hàng nhanh giao hàng nhanh",False,vn,61682638,0,,,,,,,,,,
66743,108213000000000.0,4841185213,172168844,8683465557.0,5,chất_lượng sản_phẩm tốt đúng mô_tả đúng mô_tả giao hàng nhanh sản_phẩm chất_lượng . cảm_ơn shop,False,vn,33691456,0,,,,,,,,,,
66744,76612000000000.0,4841185213,172168844,5047611413.0,5,nhìn mong_manh dễ vỡ thật giá tiền như_vậy ổn,False,vn,85226784,0,,,,,,,,,,
66745,135362000000000.0,4841185213,172168844,11307792772.0,5,"mới mua lần đầu , ổn ủng_hộ shop tiếp . giao hàng nhanh_chóng",False,vn,97135732,0,,,,,,,,,,
66746,86459500000000.0,4841185213,172168844,6188904430.0,5,mua lần ở sản_phẩm nào chất_lượng xài bền_lâu giao hàng nhanh hình_ảnh video mang tính_chất lấy,False,vn,172038346,0,,,,,,,,,,
66747,93805600000000.0,4841185213,172168844,7012902692.0,5,bdjd dkf t fkf fkf f đo d skd d coc f cò f dk d sxk đ kđ d dkd fkf f fkf . fk,False,vn,7972221,4,,,,,,,,,,
66748,109474000000000.0,4841185213,172168844,8748091680.0,5,sạc giống ảnh shop đen_bạc đen vàng sử_dụng ok_tai nghe tạm_thời ok,False,vn,148534233,0,,,,,,,,,,
66749,126687000000000.0,4841185213,172168844,10522626743.0,5,"sạc_ok , nhanh , hơn tiếng đầy_ắp doì , còn độ bền biết",False,vn,305335428,0,,,,,,,,,,
66750,96702000000000.0,15412278586,458121255,7522458577.0,5,sản_phẩm đẹp chất_lượng tuyệt_vời giao hàng siêu nhanh ủng_hộ ạa,False,vn,291310672,0,,,,,,,,,,
66751,98449100000000.0,15412278586,458121255,7542728174.0,5,hàng đẹp thanh_ổn nhưng_mà đặt màu đỏ trong suốt giao đỏ_đen chấp_nhận đóng_gói đẹp túi_tiền,False,vn,639755185,0,,,,,,,,,,
66752,92375300000000.0,15412278586,458121255,6822659486.0,5,"tai nghe dùng nghe êm_tai , kì thích_nha mọi người , hàng rẻ chất_lượng , mau tay mau_tay mua bạn ơi",False,vn,141517122,1,,,,,,,,,,
66753,101146000000000.0,15412278586,458121255,7822404632.0,5,hàng chuẩn nghe êm người vận_chuyển hàng vui_vẻ hào_đồng ủng_hộ típ,False,vn,386001324,0,,,,,,,,,,
66754,101031000000000.0,15412278586,458121255,8077482790.0,5,hàng về nhanh_chất tốt đóng_gói kĩ hình_anht mang tính_chất_minh họa,False,vn,707651561,0,,,,,,,,,,
66755,139202000000000.0,23867469182,304920136,11631949683.0,5,"giao hàng nhanh đặt_hàng hôm_qua nay nhận đầy_đủ sản_phẩm tai nghe êm_tai , còn tặng khá",False,vn,829348323,0,,,,,,,,,,
66756,140778000000000.0,23867469182,304920136,11943480332.0,5,"tính_năng nổi_bật tai nghe nghe ổn , giá rẻ , ko biết xài lâu_dài bền , shop giao nhanh",False,vn,48310178,0,,,,,,,,,,
66757,142555000000000.0,23867469182,304920136,11955298694.0,5,lần đâu mua hai sản_phẩm thôi shop tặng quá trời quà . ủng_hộ tiếp,False,vn,38837494,0,,,,,,,,,,
66758,140252000000000.0,23867469182,304920136,11779854078.0,5,chất_lượng sản_phẩm ok tính_năng nổi_bật tai nghe đủ số_lượng đủ sản_phẩm giống mô_tả giao hàng nhanh ok,False,vn,366771620,1,,,,,,,,,,
66759,142754000000000.0,23867469182,304920136,11979364107.0,5,chất_lượng sản_phẩm sd mùnh kết_nối fail chịu,False,vn,1014073345,0,,,,,,,,,,
66760,139979000000000.0,23867469182,304920136,11824488776.0,5,"vừa_rồi em đặt_hàng thấy sản_phẩm xài tốt , xứng_đáng giá tiền",False,vn,336910569,0,,,,,,,,,,
66761,139481000000000.0,23867469182,304920136,11680696748.0,5,"đơn hàng tốt khùng khiép , đơn hdnanj tốt tốt",False,vn,1011471044,0,,,,,,,,,,
66762,142420000000000.0,23867469182,304920136,12146293200.0,5,"tai nghe ổn rõ , độ bền bao_lâu biết , giờ thấy ổn",False,vn,220738608,0,,,,,,,,,,
66763,142649000000000.0,23867469182,304920136,11963240628.0,1,tay nghe kết_nối nghe nghỉ bán đi giao đúng tay nghe sài trả shop,False,vn,974028077,0,,,,,,,,,,
66764,141871000000000.0,14193107480,53118009,11903083333.0,5,"tính_năng nổi_bật đẹp nhìn sang_trọng chất_lượng sản_phẩm uy_tín , tốt bao tay tặng kèm tay ta nghe đựng cẩn_thận thêm đồ đeo_tai nút dự_phòng hàng đỉnh muaa",False,vn,990520249,1,,,,,,,,,,
66765,139296000000000.0,14193107480,53118009,11665432237.0,5,"chất_lượng sản_phẩm khá ok tính_năng nổi_bật mô_tả giao hàng nhanh , sản_phẩm ok , tặng kèm găng_tay chơi game mô_tả",False,vn,53777617,2,,,,,,,,,,
66766,134288000000000.0,14193107480,53118009,11195850700.0,5,tải nghe ổn đặt màu xanh shop giao màu đỏ .,False,vn,867501389,1,,,,,,,,,,
66767,135991000000000.0,14193107480,53118009,11350449248.0,5,tính_năng nổi_bật ok nghe ủng_hộ shop lần sản_phẩm đẹp_mong mọi người ủng_hộ nhá,False,vn,522195740,1,,,,,,,,,,
66768,128616000000000.0,14193107480,53118009,10745562511.0,5,"giao hàng nhanh , tai nghe thích , shop uy_tín , mua ủng_hộ shop .",False,vn,921835467,1,,,,,,,,,,
66769,126199000000000.0,14193107480,53118009,10490633207.0,4,"chất_lượng sản_phẩm tốt đặt màu đen , lấy về màu xanh , shiper nhiệt_tình , hàng ok , tốt",False,vn,905100339,0,,,,,,,,,,
66770,139576000000000.0,14193107480,53118009,11681787246.0,5,"quite impressive , think it s better than the price it carries",False,vn,795001395,0,,,,,,,,,,
