Column1,orderId,itemId,shopId,cmtId,rating,comment,ship_oversea,region,userId,likes,price,service,ship,performance,genuine,configuration,access,other,model,package
83336,87890000000000.0,5758304701,324939594,6318263935.0,5,shop giao hàng nhanh đầy_đủ . chất_lượng sản_phẩm tốt . đóng_gói đẹp chắc_chắn .,False,vn,66242070,0,,,,,,,,,,
83337,127453000000000.0,5758304701,324939594,10589990671.0,5,"giao hàng nhanh , đủ sl test ọk , tội lắp_ko hộp , cắt hộp",False,vn,215378620,1,,,,,,,,,,
83338,140012000000000.0,5758304701,324939594,11732800738.0,5,ok test hàng cảm_thấy khá ổn biết bền shop dao_hơi lâu một_chút nói_chung cảm_thấy ok ủng_hộ shop tiếp mong shop giao hàng nhanh hơn,False,vn,768498824,0,,,,,,,,,,
83339,72621900000000.0,5758304701,324939594,4616694211.0,5,tặng băng_dính . cảm_ơn shop . dùng biết chất_lượng thế_nào . tốt ủng_hộ shop tiếp,False,vn,206264990,6,,,,,,,,,,
83340,132367000000000.0,5758304701,324939594,11203080171.0,5,"hàng giống_hình đăng , nhìn_chung chất_lượng trước_mắt tốt , hi_vọng bền quảng_caó .",False,vn,31766948,0,,,,,,,,,,
83341,142697000000000.0,5758304701,324939594,12004250010.0,5,hàng loại thường chống giật quảng_cáo,False,vn,885526432,0,,,,,,,,,,
83342,141125000000000.0,5758304701,324939594,11823325402.0,1,sản_phẩm đúng mô_tả hoạt_động,False,vn,793962937,0,,,,,,,,,,
83343,61285800000000.0,3656145760,227331197,3606107282.0,5,hàng đúng mô_tả đẹp mô_tả giao nhanh mô_tả đóng_gói mô_tả,False,vn,59888022,1,,,,,,,,,,
83344,86925600000000.0,1367122781,26407269,6369810404.0,5,shop tư_vấn nhiệt_tình . đồ chất_lượng . tiếp_tục ủng họ shop trong tương_lai .,False,vn,30412105,0,,,,,,,,,,
83345,101495000000000.0,1367122781,26407269,7848077487.0,5,"sản_phẩm đầy_đủ , oke , shop chỉnh_chu trong đóng_gói , hơi bụi .",False,vn,125530259,0,,,,,,,,,,
83346,102788000000000.0,1367122781,26407269,7976530762.0,5,giao hàng nhanh mua giá hạt rẻ hình_ảnh mang tính_chất nhận,False,vn,173472581,0,,,,,,,,,,
83347,713405475.0,1367122781,26407269,802733844.0,5,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn,False,vn,42004584,0,,,,,,,,,,
83348,114699000000000.0,1367122781,26407269,9471562846.0,5,"sản_phẩm tốt , dịp đặt . hi_vọng shop bán thêm chất_lượng vâỳ .",False,vn,130966012,0,,,,,,,,,,
83349,141298000000000.0,9524975837,178479041,11844136358.0,5,"shop giao đủ hàng , đủ số_lượng , chất_lượng tốt , giá phải_chăng",False,vn,84930430,0,,,,,,,,,,
83350,83703200000000.0,9524975837,178479041,5845364028.0,5,hàng đẹp chất_lượng cao quá chuẩn uy_tín_okok ủng_hộ shopp nhaaa,False,vn,36941467,0,,,,,,,,,,
83351,83944100000000.0,9524975837,178479041,6282614626.0,1,giao hàng thiếu . đóng_gói cẩu_thả . dấu_hiệu gian_lận .,False,vn,134621125,0,,,,,,,,,,
83352,114223000000000.0,9524975837,178479041,9370813408.0,5,tốt khác ok dùng dk qưertyuiopasdfghjklzxcvbnm,False,vn,119743641,0,,,,,,,,,,
83353,140343000000000.0,15661846347,41955297,11741094135.0,4,"mở bình_thường , nhựa hơi mỏng , vỏ hộp thấy thương_hiệu ls , sài tạm",False,vn,60227970,0,,,,,,,,,,
83354,113203000000000.0,15661846347,41955297,9270682330.0,5,"xài ok , số hiện mờ quá , đứng ở góc khác ko_thể xem",False,vn,11288301,2,,,,,,,,,,
83355,104037000000000.0,15661846347,41955297,8183115411.0,2,sản_phẩm giống hình mô_tả,False,vn,180732285,11,,,,,,,,,,
83356,121970000000000.0,19308450658,446025044,10346809062.0,5,"sản_phẩm đẹp , đúng mẫu mô_tả . hộp gói kỹ , số trầy_xước , giao hàng đúng hạn .",False,vn,88619625,0,,,,,,,,,,
83357,138688000000000.0,19308450658,446025044,11665367500.0,5,"giao hàng nhanh , đóng hàng cẩn_thận , hàng dùng tốt , ủng_hộ tiếp",False,vn,26178355,0,,,,,,,,,,
83358,119778000000000.0,19308450658,446025044,9873590382.0,5,"đúng mô_tả da nhan_duoc hang dong_goi can_than , dung nhu_mo ta tuy nhien chua_lap va kiem_tra nen chua",False,vn,179812158,0,,,,,,,,,,
83359,112878000000000.0,19308450658,446025044,9161130017.0,5,chất_lượng sản_phẩm hàng chuẩn hình_ảnh mang tính_chất nhận mua lần . chúc shop van_sự như_ý cát tường,False,vn,80860822,0,,,,,,,,,,
83360,112672000000000.0,19308450658,446025044,9121455223.0,5,đúng mô_tả có_vẻ chuẩn_chỉnh mùi vị hình_ảnh mang tính_chất nhận hướng . mua . ủng_hộ shop dài khỏe mạnh,False,vn,80860822,0,,,,,,,,,,
83361,120567000000000.0,19308450658,446025044,9933482672.0,5,dùng thử mẫu ok,False,vn,410549963,0,,,,,,,,,,
83362,121792000000000.0,19308450658,446025044,10064783327.0,5,dẫn_điện bình_thường,False,vn,811125912,0,,,,,,,,,,
83363,118315000000000.0,19308450658,446025044,9732476275.0,5,ko biết hiệu_quả hay ko,False,vn,420617442,0,,,,,,,,,,
83364,100966000000000.0,9724429140,283585110,7784905112.0,5,thời_gian giao hàng nhanh đúng yêu_cầu . chất_lượng ok,False,vn,19244019,0,,,,,,,,,,
83365,129782000000000.0,9724429140,283585110,10786116883.0,5,"nhận hàng , sản_phẩm đúng mô_tả , chi_tiết sản_phẩm đúng chất_lượng số_lượng . cám_ơn bạn .",False,vn,479099092,1,,,,,,,,,,
83366,77574000000000.0,9724429140,283585110,5152148177.0,5,"hàng ok . tạm ổn , trong tầm_giá . gói hàng kỹ . lần tiếp_tục ủng_hộ shop",False,vn,312754142,0,,,,,,,,,,
83367,107165000000000.0,9724429140,283585110,8709031459.0,5,"mua lần ở shop . hàng dùng , giá rẻ . hình_ảnh mang tính_chất nhận xu .",False,vn,107518842,0,,,,,,,,,,
83368,91720600000000.0,9724429140,283585110,6782355396.0,5,"shop giao hàng đầy_đủ , đúng số_lượng chất . đóng_gói cẩn_thận .",False,vn,12214784,0,,,,,,,,,,
83369,89834900000000.0,9724429140,283585110,6537504019.0,5,shop bán hàng đúng chủng_loại số_lượng . tôi hài_lòng . chúc shop làm_ăn phát_đạt,False,vn,12214784,0,,,,,,,,,,
83370,91201500000000.0,9724429140,283585110,6849745938.0,5,hình_ảnh mang tính_chất kiếm xu . sản_phẩm dùng tốt nhà .,False,vn,26894352,0,,,,,,,,,,
83371,126863000000000.0,9724429140,283585110,10563992069.0,5,"đẹp hơn mong_đợi , đẹp rẻ hơn shop khác có_điều giao chậm , nhớ khắc_phục nhé_shop , ủng_hộ shop lâu_dài cảm_ơn shop",False,vn,124271837,0,,,,,,,,,,
83372,126542000000000.0,9724429140,283585110,10498614931.0,2,hãy truy_cập kênh tik tok cúp xây_dựng biết thêm thông_tin về sản_phẩm,False,vn,305423919,0,,,,,,,,,,
83373,123689000000000.0,9724429140,283585110,10381765528.0,5,"giao hàng nhanh , cọc đồng_sáng , nhìn đẹp",False,vn,8246291,0,,,,,,,,,,
83374,126206000000000.0,8061296667,365995613,10530337952.0,5,"chất_lượng sản_phẩm tot giao hàng nhanh , đúng mô_tả , hàng chất_lượng đẹp , bao_gói cẩn_thận",False,vn,171901529,0,,,,,,,,,,
83375,133434000000000.0,9222419829,311128107,11255650813.0,5,"shop đóng_gói ổn , giao hàng hơi lâu . sản_phẩm ổn , bền mua tiếp",False,vn,14928268,0,,,,,,,,,,
83376,127472000000000.0,9222419829,311128107,10580960537.0,5,"đúng mô_tả sản_phẩm ok , đóng_gói cẩn_thận sản_phẩm ok",False,vn,210396681,0,,,,,,,,,,
83377,128882000000000.0,9222419829,311128107,10793198966.0,5,nhận hàng đúng hình . nói_chung ổn_áp . lười chụp hình lấy tạm ngoài lề .,False,vn,96627629,0,,,,,,,,,,
83378,115783000000000.0,6139071779,215701281,9469248718.0,5,"đúng mô_tả đúng chất_lượng sản_phẩm tốt sản_phẩm mô_tả , đóng_gói đầy_đủ , chất_lượng tốt , mua lần , ủng_hộ tiếp shop",False,vn,241181555,0,,,,,,,,,,
83379,118747000000000.0,6139071779,215701281,9758046653.0,5,mở . thử . shop giao hàng nhanh . shopper nhiệt_tình thân_thiện,False,vn,208023130,0,,,,,,,,,,
83380,56801900000000.0,6139071779,215701281,3237867277.0,5,sản_phẩm hình . chất_lượng thời_gian sử_dụng mới rõ . thanks shop,False,vn,102701629,0,,,,,,,,,,
83381,129435000000000.0,3256995191,153304780,10752408435.0,5,"hàng nhận mô_tả , shiper vui_vẻ , thân_thiện . còn chất_lượng thế_nào thời_gian sử_dụng mới biết , mong chất_lượng sản_phẩm tốt . cảm_ơn shop . chúc shop mạnh_khỏe ngày_càng bán hàng hơn",False,vn,400799162,0,,,,,,,,,,
83382,92796300000000.0,3256995191,153304780,6931940881.0,5,"chất_lượng sản_phẩm tốt , đóng_gói cẩn_thận , giao hàng nhanh , làm . biếng chụp hình",False,vn,76848745,0,,,,,,,,,,
83383,105054000000000.0,3256995191,153304780,8277163724.0,5,"minh da nhan_hang , du luong nhu_hinh . ok cam_shop nhe",False,vn,708426301,0,,,,,,,,,,
83384,92743900000000.0,3256995191,153304780,6923271816.0,5,"sản_phẩm tốt , đúng mô_tả shop . shop giao hàng nhanh .",False,vn,41704677,0,,,,,,,,,,
83385,142160000000000.0,3256995191,153304780,11942813338.0,5,chất_lượng sản_phẩm ok đúng mô_tả sản_phẩm tạm ổn sử_dụng ý_muốn,False,vn,692099212,0,,,,,,,,,,
83386,125894000000000.0,3256995191,153304780,10511797972.0,5,"giơ cầu chì mô_tả , chất_lượng dùng mới biết , thank you",False,vn,28727449,0,,,,,,,,,,
83387,65981100000000.0,2317891866,54555147,4047586562.0,5,ok sản_phẩm tốt_shop uy_tín giao đủ mua ít hàng giao_phí ship rẻ,False,vn,100119913,0,,,,,,,,,,
83388,85682000000000.0,2317891866,54555147,6081028640.0,5,"sản_phẩm đóng_gói cẩn_thận , giao hàng nhanh shop phục_vụ ok .",False,vn,121285815,1,,,,,,,,,,
83389,138203000000000.0,2317891866,54555147,11561313567.0,4,"chất_lượng sản_phẩm tạm đúng mô_tả đúng shop giao hàng nhanh , loại dày mong_manh dễ vỡ . chất_liệu sài biết . hình_ảnh mang tính_chất nhận",False,vn,335585177,0,,,,,,,,,,
83390,84897300000000.0,2317891866,54555147,6006560409.0,5,"hàng ok , hài_lòng , thư cảm_ơn , giáo hàng nhanh .",False,vn,317824420,0,,,,,,,,,,
83391,138203000000000.0,2317891866,54555147,11561308267.0,4,"chất_lượng sản_phẩm tạm đúng mô_tả đúng giao hàng nhanh , đúng mô_tả , ống hơi mỏng chất_liệu nhựa_dẻo kể cao_su non tuyệt",False,vn,335585177,0,,,,,,,,,,
83392,77434000000000.0,2317891866,54555147,5126999277.0,5,"nhận hàng , chất_lượng tốt mức giá , ủng_hộ lâu_dài",False,vn,20232552,0,,,,,,,,,,
