Column1,orderId,itemId,shopId,cmtId,rating,comment,ship_oversea,region,userId,likes,price,service,ship,performance,genuine,configuration,access,other,model,package
0,110992000000000.0,3066084859,45654584,8984854294.0,5,"hàng đẹp xịn sò giống_hình , chuột cầm nhẹ_tay bàn_phím nhạy dùng okee , tối tắt điện bật led làm_việc đáng tiền",False,vn,636299992,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,89659600000000.0,3066084859,45654584,6522412723.0,5,bàn_phím chuột nhấn nhẹ_nhàng . cảm_ơn shop,False,vn,480477564,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,83580100000000.0,3066084859,45654584,5825350201.0,5,"sản_phẩm đóng_gói kỹ_càng , giao hàng nhanh , bàn_phím tương_đối ổn giá_thành",False,vn,435954539,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3,87383900000000.0,3066084859,45654584,6358299273.0,5,"hàng tốt đẹp , hợp túi_tiền , đóng_gói râtd cẩn_thận chắc_chắn",False,vn,481142917,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,97501500000000.0,3066084859,45654584,7401079469.0,5,"hàng giao nhanh , giống trong ảnh dùng ổn",False,vn,326408688,17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,127645000000000.0,3066084859,45654584,10639578241.0,5,"chất_lượng sản_phẩm tốt tính_năng nổi_bật phát sáng hàng tốt , giá hợp_lí mua nha_mn , đèn ưng",False,vn,872855481,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6,80304000000000.0,3066084859,45654584,5443181171.0,5,"giao hàng nhanh , hàng phù_hợp giá tiền , bọc chắc_chắn , y_hình",False,vn,302274532,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,84891000000000.0,3066084859,45654584,6007439326.0,5,"mới nhận hàng , bàn_phím đẹp , đánh thấy nhâỵ , đèn_led ở chuột chuyển màu , nói_chung khá ổn , giá rẻ . dịch đợi hàng hơi lâu_tý ko_sao , khá hài_lòng .",False,vn,15935906,0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9,89917500000000.0,3066084859,45654584,6541363136.0,5,sản phấm y_lời giới_thiệu . giáo hàng nhanh gọn_lẹ . cám_ơn shop ủng_hộ,False,vn,417999448,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,92990300000000.0,3066084859,45654584,6963625625.0,5,"bàn phím tạm ổn , giao hàng nhanh , đíng_gói cẩn_thận , phù_hợp giá_thành .",False,vn,189963858,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11,78292400000000.0,3066084859,45654584,5243517587.0,5,"sản_phẩm hợp túi_tiền , giao hàng nhanh trách_nhiệm . hi_vọng bền",False,vn,463054779,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,92943000000000.0,3066084859,45654584,7064382286.0,5,"sản_phẩm đónng_gói kĩ . màu đẹp , đáng tiền . giao hàng nhanh . cám_ơn sjop",False,vn,77870434,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13,142764000000000.0,3066084859,45654584,12004106973.0,5,chất_lượng sản_phẩm tốt tính_năng nổi_bật đèn đẹp sản_phẩm tốt trong tầm giá,False,vn,896373605,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14,78380800000000.0,3066084859,45654584,5253045071.0,5,sản phậm đẹp đúng mô_tả . shop chuẩn_bị hàng nhanh đóng_gói cẩn_thận,False,vn,474101511,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15,81523000000000.0,3066084859,45654584,5564219462.0,5,bàn_phím chuột đẹp còn xịn bề còn thời_gian,False,vn,407751945,0,,,,,,,,,,
16,138614000000000.0,3066084859,45654584,11592446826.0,5,chất_lượng sản_phẩm hàng chất_lượng tốt hàng ok_nha shop,False,vn,972651431,0,,,,,,,,,,
17,112156000000000.0,3066084859,45654584,9085181656.0,5,chất_lượng sản_phẩm tốt tính_năng nổi_bật ok tốt,False,vn,820129339,0,,,,,,,,,,
18,112985000000000.0,3066084859,45654584,9466314801.0,5,chất_lượng sản_phẩm tốt tính_năng nổi_bật kh_êm,False,vn,383346023,0,,,,,,,,,,
19,84738000000000.0,3066084859,45654584,5973092176.0,5,sản_phẩm tốt . phù_hợp giá tiền mua,False,vn,288989358,0,,,,,,,,,,
20,87580300000000.0,3066084859,45654584,6289739205.0,5,chuột led sáng hơi đẹp lun_á ủng_hộ shop tiếp,False,vn,376110049,0,,,,,,,,,,
21,128508000000000.0,3066084859,45654584,10665330684.0,5,"hàng tốt , chất_lượng đẹp",False,vn,612635917,0,,,,,,,,,,
22,139907000000000.0,3066084859,45654584,11706992513.0,5,đúng mô_tả ship nhanh ko còn khen,False,vn,992505351,0,,,,,,,,,,
23,85927100000000.0,3066084859,45654584,6147624984.0,5,"sản_phẩm đẹp hình , nói_chung ok . mua rẻ đẹp . hài_lòng",False,vn,79136506,0,,,,,,,,,,
