Column1,orderId,itemId,shopId,cmtId,rating,comment,ship_oversea,region,userId,likes,price,service,ship,performance,genuine,configuration,access,other,model,package
16717,97899100000000.0,7271154172,306642985,7470399137.0,5,"giá tốt một con glorious wireless fake . dây sạc_hơi khó cắm , hàng quốc_tế giao nhanh .",False,vn,88155888,6,,,,,,,,,,
16718,121347000000000.0,7271154172,306642985,10150576154.0,5,"chất_lượng sản_phẩm tot_nice , van_chuyen nhanh hang_dung mau chat luong oke pin trau .",False,vn,578727218,0,,,,,,,,,,
16719,128260000000000.0,7271154172,306642985,10703969957.0,5,"chuột dùng ổn , ko bám mồ_hôi vân tay",False,vn,809053441,0,,,,,,,,,,
16720,144156000000000.0,7271154172,306642985,12134637870.0,4,sản_phẩm tốt_đẹp tội click nó delay di_chuột,False,vn,321849709,0,,,,,,,,,,
16721,130244000000000.0,7271154172,306642985,10840192089.0,5,chất_lượng sản_phẩm tot tính_năng nổi_bật i’m going back to the office now_and then can come back_and help me_out and is there anything can help with that and_the other things you need_me and you,False,vn,806234925,1,,,,,,,,,,
16722,118851000000000.0,7271154172,306642985,9883650251.0,5,"chuột dùng khá tốt một fake glorius hơi trồi flix chuột ko_chác chắn , tiếc xạc ko cổng type",False,vn,390150142,1,,,,,,,,,,
16723,114601000000000.0,7271154172,306642985,9400648274.0,4,chất_lượng sản_phẩm tính_năng nổi_bật hành_động chạm đến h thằng bạn ngại hết_sức quan,False,vn,262468187,0,,,,,,,,,,
16724,115176000000000.0,7271154172,306642985,9463162172.0,4,chuột dây độ nhạy bằng dây dùng hơi khó,False,vn,675507615,0,,,,,,,,,,
16725,129883000000000.0,7271154172,306642985,10825093922.0,1,hàng về lỗi ko dùng ko mua,False,vn,837034467,3,,,,,,,,,,
16726,97300700000000.0,7271154172,306642985,7470512838.0,5,trong tầm giá dùng mược gặp vấn_đề,False,vn,561589497,6,,,,,,,,,,
16727,96100800000000.0,7271154172,306642985,7591256941.0,5,chuột ổn trong tầm_giá . thời_gian chứng_minh chất_lượng,False,vn,16285689,2,,,,,,,,,,
16728,141420000000000.0,5364788717,9413963,11844317212.0,5,"giao hàng nhanh , đóng_gói oke . chuột nhaỵ , khá xinh_nha . chuột trắng led_đổi màu xanh hồng .",False,vn,42444636,0,,,,,,,,,,
16729,110945000000000.0,5364788717,9413963,9204658607.0,5,"chất_lượng sản_phẩm tốt chất_lượng tốt , mua về xài , thời_gian giao hàng nhanh , đóng_gói chắc_chắn , đáng tiền , mọi thứ ok",False,vn,273644976,1,,,,,,,,,,
16730,140158000000000.0,5364788717,9413963,11803037112.0,5,chuột ổn màu led đẹp shop giao đúng màu đúng loại dùng thời_gian coi sao,False,vn,89342742,0,,,,,,,,,,
16731,116131000000000.0,5364788717,9413963,9507701489.0,5,"chất_lượng sản_phẩm ok tính_năng nổi_bật yes san pham_hon mong_doi , dong goi rat can than giao hang nhanh chong",False,vn,439541893,1,,,,,,,,,,
16732,110883000000000.0,5364788717,9413963,8908643928.0,5,"bàn_phím chuột phù_hợp giá tiền bàn_phím đẹp hơn chuột , chuột gắm nó tụ_mở đèn_thui màu dth rẻ giao thiếu kê lap xong hôm shop giao",False,vn,19884347,0,,,,,,,,,,
16733,112251000000000.0,5364788717,9413963,9088000090.0,5,"đóng_gói cẩn_thận , giao hàng nhanh , chuột nhấn êm , đèn_led nhẹ_nhàng , đáng mua",False,vn,659143623,2,,,,,,,,,,
16734,114776000000000.0,5364788717,9413963,9354952498.0,5,hàng đẹp chất_lượng xài ok ship hàng nhanh_đáng giá tiền,False,vn,330838223,0,,,,,,,,,,
16735,139389000000000.0,5364788717,9413963,11663743544.0,5,chất_lượng sản_phẩm chất_lượng tính_năng nổi_bật chuột mượt,False,vn,998617356,0,,,,,,,,,,
16736,88760200000000.0,5364788717,9413963,6425703414.0,4,"chuột kén_lót , dùng lót mút mềm chạy_êm . dùng lót nhựa chạy .",False,vn,14974255,0,,,,,,,,,,
16737,113629000000000.0,5364788717,9413963,9501986402.0,5,sản_phẩm ok mua lần shop quá tuyệt_vời,False,vn,123736329,0,,,,,,,,,,
16738,138904000000000.0,6348495170,263741054,11626236931.0,5,"giao hàng nhanh , đóng_gói khá ổn , chuột dùng mượt bên ko biết phù_hợp giá tiền .",False,vn,227923263,4,,,,,,,,,,
16739,142393000000000.0,6348495170,263741054,11953494451.0,5,"giao hàng nhanh , gói hàng cẩn_thận , chuột rẻ , thử sài thấy ok , vấn_đề . mua về sài",False,vn,635952792,0,,,,,,,,,,
16740,142195000000000.0,6348495170,263741054,11918264395.0,5,"nhận sản_phẩm , đủ số_lượng , giao hàng nhanh , chất_lượng test",False,vn,20910661,2,,,,,,,,,,
16741,138851000000000.0,6348495170,263741054,11603527499.0,4,"hàng tạm ổn , nhẹ_tay dùng đưa hơi khó , gói hàng cẩn_thận , giao nhanh .",False,vn,80571051,0,,,,,,,,,,
16742,143430000000000.0,6348495170,263741054,12043188032.0,5,chất_lượng sản_phẩm khá ok tính_năng nổi_bật dùng ok nói_chung nhìn cầm trắc_ổn dùng ok còn lâu hay thời_gian mới biết .,False,vn,61848648,0,,,,,,,,,,
16743,143991000000000.0,6348495170,263741054,12097481396.0,5,"đóng_góp cẩn_thận giao hàng nhanh sản_phẩm dùng mượt , rẻ_ma chất_lượng moi jguoi mua",False,vn,30398544,0,,,,,,,,,,
16744,140098000000000.0,6348495170,263741054,11854896425.0,5,dùng thích chuột nhạy kẻu tiếng giá rẻ mua,False,vn,85670784,1,,,,,,,,,,
16745,139685000000000.0,6348495170,263741054,11687559880.0,5,shop đóng_gói hàng giao hàng nhanh . sản_phẩm đúng giới_thiệu quảng_caó . dùng thấy ok . hi_vọng dùng bên lâu . cảm_ơn shop,False,vn,135915967,0,,,,,,,,,,
16746,142698000000000.0,6348495170,263741054,11994038159.0,5,tính_năng nổi_bật chống ồn chất_lượng sản_phẩm chuột máy_tính giao nhanh đúng sản_phẩm ủng_hộ lần,False,vn,975161807,0,,,,,,,,,,
16747,142416000000000.0,6348495170,263741054,12046601628.0,5,hàng vận_chuyển nhanh . đóng_gói cẩn_thận . thanks shop,False,vn,59407922,0,,,,,,,,,,
16748,142383000000000.0,6348495170,263741054,11966038166.0,5,"tính_năng nổi_bật chuột ko dây chất_lượng sản_phẩm tốt giao hàng nhanh , chất_lượng tốt giá rẻ mua",False,vn,69330185,0,,,,,,,,,,
16749,142387000000000.0,6348495170,263741054,11952712289.0,5,"nhìn_chung giá tốt , giao hàng nhanh , còn chất_lượng dùng một thời_gian mới biết",False,vn,480220697,0,,,,,,,,,,
16750,140838000000000.0,6348495170,263741054,11913500810.0,5,"tính_năng nổi_bật silent chất_lượng sản_phẩm tốt tốt chuột dùng êm , nhỏ , bấm gây tiếng_động , giá rẻ mua",False,vn,27731224,1,,,,,,,,,,
16751,142700000000000.0,6348495170,263741054,11976161202.0,5,sản_phẩm tốt mọi người mua,False,vn,61142872,0,,,,,,,,,,
16752,139071000000000.0,21546538712,476991863,11623505198.0,5,chất_lượng sản_phẩm ok tính_năng nổi_bật ok hàng mô_tả . chất_lượng trung_bình thôi . nói_chung ổn,False,vn,99995231,0,,,,,,,,,,
