,itemid,shopid,name,brand,subcatid,cb_option,cmt_count,rating,ctime,flag,historical_sold,is_adult,is_official_shop,liked_count,price,discount,stock,show_free_shipping,shop_location,shopee_verified,can_use_bundle_deal,can_use_cod,catid
0,22373451815,538848568,Tai Nghe Bluetooth AP2 / AP3 / PRO Không Dây Pin Trâu 6h Âm Thanh To Cảm Ứng Chạm Pop Up Kết Nối LICNATION,,100535,0,31,5.0,1689233624,196608,81000,False,True,44,19900000000,70%,2387,False,Hà Nội,False,False,True,110360
1,22249706386,432666615,"[Combo 4SP] Tai Nghe Bluetooth AIP2, APro, AlP3 Không Dây Pin Trâu 6h Âm Thanh To Cảm Ứng Chạm Pop Up Kết Nối - PKT",,100535,0,22,5.0,1690523314,196608,95959,False,True,14,19900000000,45%,788,False,Hà Nội,False,False,True,110360
2,23649505605,493707614,"Tai Nghe Bluetooth Không Dây AP2,Pro,AP3,Pro2 Chính Hãng ANLTEC LINSING,Pin Trâu 6h,Full Chức Năng,BH 12 Tháng",,100535,0,21,5.0,1690364297,196608,106009,False,True,11,19900000000,17%,4392,False,Hà Nội,False,False,True,110360
3,2915215594,26664274,Headphone tai nghe chụp tai bluetooth không dây Rockspace O2 có mic nghe nhạc liên tục 15h hàng chính hãng,ROCKSPACE,100535,0,3109,4.916344916344916,1611992099,65538,8892,False,True,48155,49400000000,16%,382,True,Hà Nội,False,False,True,110360
4,22746571150,196261835,Tai Nghe Chụp Tai Bluetooth Không Dây Chống Tiếng Ồn Có Thể Gập Lại Kèm Mic,,100535,1,7,4.779411764705882,1687862215,268632064,1400,False,False,76,25025600000,49%,99,False,Nước ngoài,True,False,True,110360
5,23433012216,527915300,Tai nghe Bluetooth Không Dây I12 DTN cao cấp Full Chức Năng Cảm ứng cực nhạy dùng cho các dòng điện thoại,,100535,0,4172,4.832933844678811,1679112404,196608,47329,False,True,2986,13900000000,30%,297,False,Hà Nội,False,False,True,110360
6,22043087747,854443946,Tai nghe nhét tai bluetooth 5.3 LENOVO DISNEY FX-951B/ Pro4 không dây TWS mini âm nhạc HIFI có micrô,,100535,0,699,4.7296137339055795,1684752935,196608,2170,False,True,1923,9900000000,45%,81,False,Hà Nội,False,False,True,110360
7,19067506398,916486420,"Tai Nghe Chụp Tai Bluetooth Y08, P47 Tai Không Dây Có Mic, Âm Bass Cực Chất, Nghe Nhạc Cực Hay",,100535,0,2430,4.879423868312757,1670490073,196608,8411,False,False,3872,5000000000,48%,3437,False,Hải Dương,False,False,True,110360
8,20935359287,96482228,Combo tai nghe bluetooth không dây Natuso i12 tws v5.0 nút cảm ứng âm thanh HIFI có mic kèm vỏ bảo vệ bao đựng case,,100535,0,11613,4.6662073716844645,1660729278,196608,35759,False,False,4346,6600000000,34%,109362,False,Hà Nội,True,False,True,110360
9,3012952498,400048378,"Tai nghe Bluetooth AMOI F9 TWS 5.0 bản QUỐC TẾ không dây cảm ứng chống nước IPX5, chống ồn tích hợp sạc dự phòng 2500mAh",No Brand,100535,0,11686,4.834902430674426,1615366666,65538,56900,False,False,8712,15500000000,48%,42996,True,Hà Nội,True,False,True,110360
10,22927177682,924949799,"Tai Nghe Chụp Tai Bluetooth Y08, Tai Không Dây Có Mic, Có Thẻ Nhớ, Âm Bass Cực Chất, Nghe Nhạc Cực Hay Bảo Hành 1 Năm",,100535,0,1274,4.956828885400314,1677226582,196608,3924,False,False,1655,2000000000,50%,4855,False,Hải Dương,False,False,True,110360
11,10214108616,475124252,Tai nghe Bluetooth Không Dây I12 DTN cao cấp Full Chức Năng Cảm ứng cực nhạy dùng cho các dòng điện thoại - Rapidova,NoBrand,100535,0,48,4.729166666666667,1624670563,65538,25101,False,False,79,6700000000,44%,9,True,TP. Hồ Chí Minh,False,False,True,110360
12,18219870025,737801055,"Tai nghe không dây 1 bên Hoco Bluetooth 5.0 dùng cho người nghe nhiều , xe ôm , grap ...",,100535,0,221,4.755656108597285,1657028850,65536,723,False,True,64,8900000000,26%,39575,False,Hà Nội,False,False,True,110360
13,10104704719,292526499,Tai nghe bluetooth nhét tai không dây TWS inpods i12 kèm vỏ bảo vệ Áp dụng cho ios và,,100535,1,5310,4.69623352165725,1621333500,65538,15298,False,False,8665,8599000000,46%,41229,True,Nước ngoài,True,False,True,110360
14,23367703120,529823640,Tai Nghe Bluetooth Không Dây i12 TWS 5.0 Nhỏ Gọn Âm Thanh HIFI Hỗ Trợ Nhiều Dòng Máy- Tech2.store,,100535,0,38,4.657894736842105,1683862685,131072,180,False,True,1637,7900000000,34%,99979,False,Hà Nội,False,False,False,110360
